País,Número departamento,Departamento,Provincia,Número municipio,Municipio,Circunscripción,Localidad,Recinto,Número Mesa,Código Mesa,Elección,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos,Estado acta
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Humberto Iporre Salinas,50419,100320514942504415,Diputados Uninominales,86,10,0,1,4,7,13,0,0,1,37,39,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50422,100320514940057303,Presidente y Vicepresidente,229,108,1,1,2,40,10,26,1,1,190,1,11,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50422,100320514940057303,Diputados Uninominales,229,77,0,4,2,29,28,0,2,2,144,53,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50424,100320514940057305,Presidente y Vicepresidente,232,104,2,3,0,38,15,27,2,4,195,6,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50424,100320514940057305,Diputados Uninominales,232,68,0,3,2,27,35,0,6,5,146,60,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50425,100320514940057306,Presidente y Vicepresidente,227,97,2,4,0,33,12,32,0,1,181,6,16,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50425,100320514940057306,Diputados Uninominales,227,59,0,8,6,17,34,0,2,3,129,66,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50426,100320514940057307,Presidente y Vicepresidente,223,106,1,1,3,33,10,26,4,0,184,5,12,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50426,100320514940057307,Diputados Uninominales,223,64,0,2,3,24,37,0,4,0,134,57,10,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50427,100320514940057308,Presidente y Vicepresidente,222,100,1,1,0,36,14,19,1,6,178,0,18,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50427,100320514940057308,Diputados Uninominales,222,63,0,2,4,26,42,0,4,5,146,45,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50428,100320514940057309,Presidente y Vicepresidente,223,100,0,4,5,32,11,28,0,3,183,3,15,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50428,100320514940057309,Diputados Uninominales,223,69,0,4,4,19,35,0,5,5,141,55,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50430,100320514940057311,Presidente y Vicepresidente,219,91,2,1,4,43,12,26,1,1,181,2,14,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50430,100320514940057311,Diputados Uninominales,219,66,0,4,0,28,35,0,2,1,136,54,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50431,100320514940057312,Presidente y Vicepresidente,228,81,2,3,1,46,14,34,0,3,184,6,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50431,100320514940057312,Diputados Uninominales,228,54,0,4,1,33,31,0,5,4,132,59,12,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Antonio Jose De Sucre,50432,100320514940057313,Presidente y Vicepresidente,228,107,3,0,0,39,10,29,3,0,191,5,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Antonio Jose De Sucre,50432,100320514940057313,Diputados Uninominales,228,72,0,1,3,17,28,0,7,2,130,75,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Cobija,50481,100320514942503101,Presidente y Vicepresidente,229,140,0,3,0,25,11,15,0,2,196,2,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Cobija,50481,100320514942503101,Diputados Uninominales,229,91,0,5,0,14,42,0,13,2,167,31,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Cobija,50482,100320514942503102,Presidente y Vicepresidente,225,141,0,0,0,31,4,19,1,0,196,3,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Cobija,50482,100320514942503102,Diputados Uninominales,225,89,0,1,1,20,45,0,14,2,172,30,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Cobija,50484,100320514942503104,Presidente y Vicepresidente,231,138,0,3,0,30,5,17,0,2,195,0,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Cobija,50484,100320514942503104,Diputados Uninominales,231,96,0,2,2,24,35,0,7,2,168,33,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Cobija,50485,100320514942503105,Presidente y Vicepresidente,228,140,1,2,0,40,5,12,0,2,202,2,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Cobija,50485,100320514942503105,Diputados Uninominales,228,88,0,6,2,34,36,0,6,4,176,27,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50498,100320514940048301,Presidente y Vicepresidente,232,97,1,0,2,51,5,32,2,2,192,4,11,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50498,100320514940048301,Diputados Uninominales,232,67,0,7,7,40,30,0,2,5,158,42,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50499,100320514940048302,Presidente y Vicepresidente,234,146,1,1,0,26,8,14,0,1,197,4,11,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50499,100320514940048302,Diputados Uninominales,234,103,0,4,3,18,43,0,5,1,177,26,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50500,100320514940048303,Presidente y Vicepresidente,225,112,0,3,0,39,10,28,1,2,195,0,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50500,100320514940048303,Diputados Uninominales,225,87,0,3,3,33,24,0,7,5,162,40,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50501,100320514940048304,Presidente y Vicepresidente,231,131,0,2,2,29,6,24,0,3,197,3,13,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50501,100320514940048304,Diputados Uninominales,231,86,0,4,2,19,25,0,8,5,149,60,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50502,100320514940048305,Presidente y Vicepresidente,233,119,0,3,2,33,6,28,0,4,195,4,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50502,100320514940048305,Diputados Uninominales,233,85,0,5,6,24,36,0,5,5,166,35,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Mariscal Santa Cruz,50504,100320514940048307,Presidente y Vicepresidente,234,124,1,0,0,41,9,30,0,2,207,0,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Mariscal Santa Cruz,50504,100320514940048307,Diputados Uninominales,234,76,0,1,1,32,45,0,8,1,164,47,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Cecilio Guzman Rojas,50522,100320514942505002,Presidente y Vicepresidente,238,135,1,3,0,27,8,29,0,2,205,2,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Cecilio Guzman Rojas,50522,100320514942505002,Diputados Uninominales,238,96,0,4,2,23,38,0,5,3,171,39,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Cecilio Guzman Rojas,50523,100320514942505003,Presidente y Vicepresidente,235,111,0,2,1,43,5,45,0,2,209,1,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Cecilio Guzman Rojas,50523,100320514942505003,Diputados Uninominales,235,89,0,3,3,32,28,0,5,3,163,47,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Cecilio Guzman Rojas,50524,100320514942505004,Presidente y Vicepresidente,29,18,0,0,0,7,0,4,0,0,29,0,0,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Cecilio Guzman Rojas,50524,100320514942505004,Diputados Uninominales,29,16,0,1,0,5,1,0,0,0,23,5,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50536,100320514940002902,Presidente y Vicepresidente,233,152,0,1,0,30,4,14,1,0,202,2,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50536,100320514940002902,Diputados Uninominales,233,105,0,5,1,23,27,0,15,1,177,29,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50537,100320514940002903,Presidente y Vicepresidente,232,169,1,0,1,19,6,13,0,0,209,1,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50537,100320514940002903,Diputados Uninominales,232,117,0,2,1,17,37,0,21,0,195,20,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50538,100320514940002904,Presidente y Vicepresidente,231,152,0,5,0,32,2,14,2,1,208,1,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50538,100320514940002904,Diputados Uninominales,231,96,0,6,0,28,29,0,27,1,187,25,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50539,100320514940002905,Presidente y Vicepresidente,228,148,0,2,2,25,6,18,0,0,201,1,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50539,100320514940002905,Diputados Uninominales,228,89,0,1,5,20,37,0,25,0,177,29,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50540,100320514940002906,Presidente y Vicepresidente,229,150,0,1,0,32,2,10,0,1,196,2,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50540,100320514940002906,Diputados Uninominales,229,86,0,3,5,25,36,0,21,0,176,23,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50541,100320514940002907,Presidente y Vicepresidente,229,152,0,3,0,27,5,24,0,1,212,2,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50541,100320514940002907,Diputados Uninominales,229,107,0,4,0,21,35,0,17,3,187,27,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50542,100320514940002908,Presidente y Vicepresidente,230,162,1,2,0,26,3,10,0,0,204,0,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50542,100320514940002908,Diputados Uninominales,230,114,0,1,3,20,35,0,15,1,189,13,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50543,100320514940002909,Presidente y Vicepresidente,226,147,1,0,0,33,8,18,2,0,209,0,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50543,100320514940002909,Diputados Uninominales,226,99,0,2,0,30,34,0,22,0,187,24,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50544,100320514940002910,Presidente y Vicepresidente,234,156,0,1,1,34,6,12,0,1,211,0,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50544,100320514940002910,Diputados Uninominales,234,111,0,2,0,26,26,0,24,2,191,20,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50545,100320514940002911,Presidente y Vicepresidente,228,143,0,0,0,35,8,14,1,2,203,1,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50545,100320514940002911,Diputados Uninominales,228,103,0,0,0,26,32,0,21,2,184,20,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50546,100320514940002912,Presidente y Vicepresidente,233,157,1,1,0,23,3,24,1,0,210,1,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50546,100320514940002912,Diputados Uninominales,233,104,0,5,4,16,27,0,18,2,176,35,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50548,100320514940002914,Presidente y Vicepresidente,227,146,0,3,0,27,6,16,1,2,201,2,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50548,100320514940002914,Diputados Uninominales,227,98,0,4,0,22,33,0,15,4,176,29,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50550,100320514940002916,Presidente y Vicepresidente,226,181,0,1,0,15,6,5,0,0,208,1,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50550,100320514940002916,Diputados Uninominales,226,114,0,5,0,13,36,0,22,2,192,18,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50551,100320514940002917,Presidente y Vicepresidente,227,142,2,0,1,39,4,12,1,0,201,1,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50551,100320514940002917,Diputados Uninominales,227,98,0,2,2,26,29,0,25,0,182,23,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50552,100320514940002918,Presidente y Vicepresidente,227,148,0,1,0,18,8,16,1,1,193,1,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50552,100320514940002918,Diputados Uninominales,227,97,0,1,0,18,37,0,14,2,169,27,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50553,100320514940002919,Presidente y Vicepresidente,232,172,0,0,0,21,3,13,0,2,211,1,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50553,100320514940002919,Diputados Uninominales,232,112,0,2,2,19,35,0,16,3,190,21,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50554,100320514940002920,Presidente y Vicepresidente,235,147,0,1,1,23,4,21,2,1,200,2,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50554,100320514940002920,Diputados Uninominales,235,107,0,4,4,20,32,0,17,0,184,17,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50555,100320514940002921,Presidente y Vicepresidente,236,154,0,0,1,26,3,18,0,2,204,4,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50555,100320514940002921,Diputados Uninominales,236,99,0,0,0,21,39,0,19,4,182,27,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50556,100320514940002922,Presidente y Vicepresidente,238,165,0,2,1,21,8,13,0,1,211,0,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50556,100320514940002922,Diputados Uninominales,238,110,0,2,1,19,43,0,20,2,197,17,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Fe y Alegría y San Clemente,50557,100320514940002923,Presidente y Vicepresidente,111,74,1,1,0,11,5,9,0,1,102,0,0,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Fe y Alegría y San Clemente,50557,100320514940002923,Diputados Uninominales,111,57,0,4,1,9,20,0,4,1,96,5,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50558,100320514942502801,Presidente y Vicepresidente,227,154,1,2,2,25,3,19,0,1,207,2,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50558,100320514942502801,Diputados Uninominales,227,103,0,3,1,23,35,0,8,2,175,35,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50559,100320514942502802,Presidente y Vicepresidente,227,175,0,2,1,20,3,7,1,0,209,0,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50559,100320514942502802,Diputados Uninominales,227,126,0,4,1,15,31,0,17,3,197,17,2,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50560,100320514942502803,Presidente y Vicepresidente,221,148,1,1,1,21,7,10,2,1,192,1,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50560,100320514942502803,Diputados Uninominales,221,85,0,2,3,15,43,0,20,3,171,23,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50561,100320514942502804,Presidente y Vicepresidente,226,177,0,2,2,18,1,0,0,1,201,1,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50561,100320514942502804,Diputados Uninominales,226,115,0,4,4,13,32,0,16,4,188,16,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50562,100320514942502805,Presidente y Vicepresidente,224,162,1,0,2,23,8,6,1,1,204,0,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50562,100320514942502805,Diputados Uninominales,224,103,0,2,1,18,35,0,23,3,185,22,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Instituto I.S.E.C.,50563,100320514942502806,Presidente y Vicepresidente,96,63,0,1,0,13,1,2,0,0,80,1,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Instituto I.S.E.C.,50563,100320514942502806,Diputados Uninominales,96,46,0,1,1,11,12,0,7,0,78,6,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Elizardo Perez,50564,100320514942550401,Presidente y Vicepresidente,239,147,0,1,1,48,4,13,0,0,214,3,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Elizardo Perez,50564,100320514942550401,Diputados Uninominales,239,93,0,3,2,42,36,0,12,2,190,28,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,U.E. Elizardo Perez,50565,100320514942550402,Presidente y Vicepresidente,28,13,0,0,0,9,0,1,0,0,23,0,0,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,U.E. Elizardo Perez,50565,100320514942550402,Diputados Uninominales,28,4,0,0,0,6,5,0,4,0,19,4,0,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50566,100320514940004201,Presidente y Vicepresidente,225,152,1,1,1,28,5,12,1,1,202,0,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50566,100320514940004201,Diputados Uninominales,225,100,0,3,2,19,32,0,19,0,175,23,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50567,100320514940004202,Presidente y Vicepresidente,225,146,0,0,2,25,0,17,3,0,193,0,10,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50567,100320514940004202,Diputados Uninominales,225,92,0,0,3,22,35,0,18,4,174,20,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50568,100320514940004203,Presidente y Vicepresidente,225,143,0,1,0,25,9,16,1,3,198,0,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50568,100320514940004203,Diputados Uninominales,225,91,0,3,2,24,30,0,14,4,168,29,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50569,100320514940004204,Presidente y Vicepresidente,231,156,0,1,0,27,6,16,0,1,207,0,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50569,100320514940004204,Diputados Uninominales,231,103,0,0,0,15,40,0,20,6,184,22,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50570,100320514940004205,Presidente y Vicepresidente,230,137,0,1,0,37,12,8,1,1,197,1,7,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50570,100320514940004205,Diputados Uninominales,230,89,0,7,1,29,29,0,22,1,178,23,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50571,100320514940004206,Presidente y Vicepresidente,224,139,0,0,2,29,5,19,1,2,197,1,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50571,100320514940004206,Diputados Uninominales,224,85,0,3,5,22,30,0,12,3,160,40,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50572,100320514940004207,Presidente y Vicepresidente,225,121,0,1,1,42,13,25,0,1,204,0,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50572,100320514940004207,Diputados Uninominales,225,80,0,4,2,39,34,0,11,4,174,32,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50573,100320514940004208,Presidente y Vicepresidente,232,156,1,1,0,22,11,8,1,1,201,2,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50573,100320514940004208,Diputados Uninominales,232,106,0,1,2,17,32,0,27,1,186,21,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50574,100320514940004209,Presidente y Vicepresidente,229,147,0,2,1,34,5,15,0,5,209,0,3,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50574,100320514940004209,Diputados Uninominales,229,96,0,1,1,30,35,0,16,2,181,26,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50575,100320514940004210,Presidente y Vicepresidente,225,152,0,1,1,29,6,9,0,1,199,1,9,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50575,100320514940004210,Diputados Uninominales,225,104,0,2,3,20,36,0,16,2,183,25,1,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50576,100320514940004211,Presidente y Vicepresidente,225,123,0,4,1,26,6,21,4,4,188,1,10,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50576,100320514940004211,Diputados Uninominales,225,71,0,2,2,24,40,0,17,3,159,32,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50577,100320514940004212,Presidente y Vicepresidente,224,140,0,1,1,30,6,14,0,1,193,0,12,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50577,100320514940004212,Diputados Uninominales,224,93,0,3,1,15,42,0,13,1,168,31,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Esc. Topater,50578,100320514940004213,Presidente y Vicepresidente,226,134,3,4,2,38,5,11,0,0,197,1,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Esc. Topater,50578,100320514940004213,Diputados Uninominales,226,96,0,0,3,32,29,0,12,3,175,23,4,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Col. Divino Maestro,50586,100320514940057101,Presidente y Vicepresidente,235,137,0,0,0,32,7,30,1,1,208,0,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Col. Divino Maestro,50586,100320514940057101,Diputados Uninominales,235,88,0,8,2,30,31,0,15,1,175,31,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Col. Divino Maestro,50587,100320514940057102,Presidente y Vicepresidente,229,142,0,0,1,37,7,12,1,1,201,0,10,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 34,Potosí,Col. Divino Maestro,50587,100320514940057102,Diputados Uninominales,229,97,0,3,2,33,31,0,12,2,180,22,9,Computada
