País,Número departamento,Departamento,Provincia,Número municipio,Municipio,Circunscripción,Localidad,Recinto,Número Mesa,Código Mesa,Elección,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos,Estado acta
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Colegio Tecnico Humanistico Abaroa,31031,100320308210021607,Presidente y Vicepresidente,237,130,0,1,1,64,4,13,0,1,214,0,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Colegio Tecnico Humanistico Abaroa,31031,100320308210021607,Diputados Uninominales,237,103,0,3,3,58,21,12,0,2,202,14,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Colegio Tecnico Humanistico Abaroa,31032,100320308210021608,Presidente y Vicepresidente,237,141,0,0,3,48,3,16,1,0,212,0,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Colegio Tecnico Humanistico Abaroa,31032,100320308210021608,Diputados Uninominales,237,111,0,3,1,37,20,8,0,1,181,25,9,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Colegio Tecnico Humanistico Abaroa,31034,100320308210021610,Presidente y Vicepresidente,237,143,0,0,0,54,2,9,0,1,209,2,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Colegio Tecnico Humanistico Abaroa,31034,100320308210021610,Diputados Uninominales,237,123,0,2,1,36,14,9,0,0,185,26,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Colegio Tecnico Humanistico Abaroa,31035,100320308210021611,Presidente y Vicepresidente,103,63,0,0,0,21,2,7,0,0,93,0,2,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Colegio Tecnico Humanistico Abaroa,31035,100320308210021611,Diputados Uninominales,103,52,0,0,0,17,5,8,0,0,83,9,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Seminario San Jose,31119,100320308210012810,Presidente y Vicepresidente,231,123,0,1,1,64,5,11,1,0,206,0,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Seminario San Jose,31119,100320308210012810,Diputados Uninominales,231,101,0,3,2,46,12,10,0,3,177,30,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Seminario San Jose,31120,100320308210012811,Presidente y Vicepresidente,225,121,2,0,0,59,5,13,0,1,201,1,7,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Seminario San Jose,31120,100320308210012811,Diputados Uninominales,225,94,0,1,2,45,16,11,0,1,170,35,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Vision Mundial,31197,100320308210018105,Presidente y Vicepresidente,232,51,1,1,1,115,4,20,0,0,193,0,7,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Vision Mundial,31197,100320308210018105,Diputados Uninominales,232,39,1,6,0,96,7,0,1,8,158,37,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,U. E. Túpac Katari,31328,100320308212587702,Presidente y Vicepresidente,108,8,0,1,0,74,2,15,0,0,100,1,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,U. E. Túpac Katari,31328,100320308212587702,Diputados Uninominales,108,6,0,4,0,47,3,0,0,0,60,1,44,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,U. E. San Agustín,31591,100320308212586909,Presidente y Vicepresidente,225,149,0,1,0,39,3,8,1,0,201,2,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 20,Cochabamba,U. E. San Agustín,31591,100320308212586909,Diputados Uninominales,225,134,0,0,0,30,10,0,1,3,178,27,1,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,U. E. San Agustín,31601,100320308212586919,Presidente y Vicepresidente,248,157,0,0,1,50,2,4,1,1,216,0,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 20,Cochabamba,U. E. San Agustín,31601,100320308212586919,Diputados Uninominales,248,144,0,2,0,34,8,0,4,2,194,24,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31628,100320308210018001,Presidente y Vicepresidente,230,77,1,4,1,89,3,22,0,3,200,1,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31628,100320308210018001,Diputados Uninominales,230,65,2,7,0,90,14,0,1,4,183,19,2,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31629,100320308210018002,Presidente y Vicepresidente,224,66,2,0,0,103,7,22,0,0,200,1,6,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31629,100320308210018002,Diputados Uninominales,224,56,1,5,0,85,18,0,4,7,176,26,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31633,100320308210018006,Presidente y Vicepresidente,230,56,1,0,2,116,5,23,0,1,204,0,0,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31633,100320308210018006,Diputados Uninominales,230,55,0,2,0,106,21,0,3,6,193,11,0,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31636,100320308210018009,Presidente y Vicepresidente,234,58,0,1,0,112,3,16,0,2,192,2,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31636,100320308210018009,Diputados Uninominales,234,45,2,3,0,95,8,0,1,6,160,34,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31638,100320308210018011,Presidente y Vicepresidente,227,61,1,1,1,104,3,19,1,0,191,1,6,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31638,100320308210018011,Diputados Uninominales,227,47,0,4,0,85,15,0,1,1,153,40,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Obispo Anaya,31640,100320308210018013,Presidente y Vicepresidente,227,58,0,0,0,118,3,17,1,1,198,1,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Obispo Anaya,31640,100320308210018013,Diputados Uninominales,227,49,1,2,0,97,8,0,2,4,163,37,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Nueva Vera Cruz,31655,100320308210020501,Presidente y Vicepresidente,232,42,0,1,0,123,2,24,2,1,195,3,8,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Nueva Vera Cruz,31655,100320308210020501,Diputados Uninominales,232,32,0,6,0,100,12,0,2,5,157,40,9,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Nueva Vera Cruz,31659,100320308210020505,Presidente y Vicepresidente,238,44,1,2,0,133,5,23,1,1,210,4,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 21,Cochabamba,Unidad Educativa Nueva Vera Cruz,31659,100320308210020505,Diputados Uninominales,238,35,2,7,0,103,14,0,2,7,170,45,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Demetrio Canelas,31751,100320308210019007,Presidente y Vicepresidente,227,46,1,1,0,129,4,15,1,0,197,8,7,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Unidad Educativa Demetrio Canelas,31751,100320308210019007,Diputados Uninominales,227,36,0,2,0,100,9,15,0,3,165,44,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Demetrio Canelas,31753,100320308210019009,Presidente y Vicepresidente,227,52,0,1,1,116,5,13,1,1,190,3,10,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Unidad Educativa Demetrio Canelas,31753,100320308210019009,Diputados Uninominales,227,43,0,3,2,96,10,8,0,1,163,32,8,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Antonio Diez,31764,100320308210024602,Presidente y Vicepresidente,239,48,1,1,0,138,3,21,1,1,214,2,8,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Unidad Educativa Antonio Diez,31764,100320308210024602,Diputados Uninominales,239,40,0,6,1,104,9,19,0,4,183,34,7,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Unidad Educativa Antonio Diez,31767,100320308210024605,Presidente y Vicepresidente,238,57,3,1,0,129,6,16,1,4,217,4,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,Unidad Educativa Antonio Diez,31767,100320308210024605,Diputados Uninominales,238,48,0,2,2,109,9,12,0,3,185,38,3,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,U. E. Padre Luis Diez del Pozo,31910,100320308212590202,Presidente y Vicepresidente,240,61,0,0,1,124,2,33,0,1,222,2,8,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 22,Cochabamba,U. E. Padre Luis Diez del Pozo,31910,100320308212590202,Diputados Uninominales,240,35,0,5,1,103,20,24,0,7,195,32,5,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,,Cochabamba,Colegio Federico Froebel,32134,100320308210011109,Presidente y Vicepresidente,224,131,0,0,0,45,4,7,0,0,187,1,4,Computada
Bolivia,3,Cochabamba,Cercado,1,Cochabamba,Circunscripción Uninominal 20,Cochabamba,Colegio Federico Froebel,32134,100320308210011109,Diputados Uninominales,224,112,0,0,0,31,12,0,2,3,160,28,4,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,,Quillacollo,(Cárcel) Penal San Pablo,33319,100320309342504801,Presidente y Vicepresidente,187,17,3,0,0,93,3,21,1,1,139,4,7,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,Circunscripción Uninominal 28,Quillacollo,(Cárcel) Penal San Pablo,33319,100320309342504801,Diputados Uninominales,187,13,2,0,3,73,5,0,3,2,101,41,8,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,,Quillacollo,Unidad Educativa Villa De Urkupiña,33355,100320309342504404,Presidente y Vicepresidente,231,36,0,0,0,151,3,18,0,0,208,1,6,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,Circunscripción Uninominal 28,Quillacollo,Unidad Educativa Villa De Urkupiña,33355,100320309342504404,Diputados Uninominales,231,31,1,3,5,119,9,0,2,2,172,37,6,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,,Piñami,Centro Integral Niño Jesus Fe y Alegria,33423,100320309360901605,Presidente y Vicepresidente,176,66,1,1,0,48,11,19,0,1,147,0,5,Computada
Bolivia,3,Cochabamba,Quillacollo,1,Quillacollo,Circunscripción Uninominal 28,Piñami,Centro Integral Niño Jesus Fe y Alegria,33423,100320309360901605,Diputados Uninominales,176,57,1,0,8,42,15,0,0,2,125,21,6,Computada
Bolivia,3,Cochabamba,Quillacollo,5,Colcapirhua,,Sumunpaya,Unidad Educativa Simon Bolivar (Sumunpaya),34176,100320309660904801,Presidente y Vicepresidente,237,51,0,3,0,134,1,22,0,1,212,2,4,Computada
Bolivia,3,Cochabamba,Quillacollo,5,Colcapirhua,Circunscripción Uninominal 28,Sumunpaya,Unidad Educativa Simon Bolivar (Sumunpaya),34176,100320309660904801,Diputados Uninominales,237,53,0,3,1,113,10,0,2,1,183,29,6,Computada
Bolivia,3,Cochabamba,Quillacollo,5,Colcapirhua,,Santa Rosa (Colcapirhua),Unidad Educativa La Sagrada Familia,34212,100320309680905302,Presidente y Vicepresidente,238,111,0,1,2,74,5,15,2,1,211,1,6,Computada
Bolivia,3,Cochabamba,Quillacollo,5,Colcapirhua,Circunscripción Uninominal 28,Santa Rosa (Colcapirhua),Unidad Educativa La Sagrada Familia,34212,100320309680905302,Diputados Uninominales,238,99,1,5,5,61,12,0,2,3,188,25,5,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,,Sacaba,U.E. República del Ecuador,34435,100320309712593308,Presidente y Vicepresidente,239,47,0,0,1,145,3,20,1,1,218,1,11,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,Circunscripción Uninominal 23,Sacaba,U.E. República del Ecuador,34435,100320309712593308,Diputados Uninominales,239,49,0,5,0,110,6,0,1,4,175,48,7,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,,Quintanilla,Unidad Educativa del Valle,34544,100320309730101010,Presidente y Vicepresidente,239,106,1,0,1,74,3,22,0,0,207,2,10,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,Circunscripción Uninominal 23,Quintanilla,Unidad Educativa del Valle,34544,100320309730101010,Diputados Uninominales,239,98,0,4,0,67,8,0,2,3,182,28,9,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,,Puntiti,Colegio Boliviano Japones,34673,100320309750101027,Presidente y Vicepresidente,230,116,0,0,2,66,1,12,2,4,203,0,4,Computada
Bolivia,3,Cochabamba,Chapare,1,Sacaba,Circunscripción Uninominal 23,Puntiti,Colegio Boliviano Japones,34673,100320309750101027,Diputados Uninominales,230,106,0,1,0,57,8,0,2,4,178,27,2,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Col. Aniceto Arce,40014,100320420590008702,Presidente y Vicepresidente,231,129,1,1,2,42,8,11,2,2,198,1,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Col. Aniceto Arce,40014,100320420590008702,Diputados Uninominales,231,103,2,1,6,32,11,13,5,8,181,16,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Col. Aniceto Arce,40015,100320420590008703,Presidente y Vicepresidente,226,107,1,1,0,66,1,18,1,1,196,0,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Col. Aniceto Arce,40015,100320420590008703,Diputados Uninominales,226,76,6,2,5,59,12,10,6,4,180,17,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Col. Aniceto Arce,40016,100320420590008704,Presidente y Vicepresidente,226,134,0,1,0,48,3,8,0,2,196,4,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Col. Aniceto Arce,40016,100320420590008704,Diputados Uninominales,226,114,4,1,3,41,5,9,1,5,183,17,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Col. Aniceto Arce,40017,100320420590008705,Presidente y Vicepresidente,228,115,0,1,1,62,3,16,1,2,201,0,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Col. Aniceto Arce,40017,100320420590008705,Diputados Uninominales,228,85,9,4,4,57,7,8,5,1,180,14,12,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Jose Ignacio De Sanjinez,40048,100320420590010501,Presidente y Vicepresidente,228,122,1,4,0,59,5,14,0,4,209,0,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Jose Ignacio De Sanjinez,40048,100320420590010501,Diputados Uninominales,228,97,5,0,11,53,10,12,7,4,199,10,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Jose Ignacio De Sanjinez,40050,100320420590010503,Presidente y Vicepresidente,229,114,0,0,0,57,3,24,0,2,200,2,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Jose Ignacio De Sanjinez,40050,100320420590010503,Diputados Uninominales,229,84,4,6,4,56,6,12,4,6,182,18,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Jose Ignacio De Sanjinez,40051,100320420590010504,Presidente y Vicepresidente,226,107,0,1,0,56,5,24,0,2,195,0,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Jose Ignacio De Sanjinez,40051,100320420590010504,Diputados Uninominales,226,82,2,6,2,50,4,19,6,5,176,21,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Eduardo Avaroa,40176,100320420590012006,Presidente y Vicepresidente,224,152,0,4,0,38,2,8,1,0,205,1,1,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Eduardo Avaroa,40176,100320420590012006,Diputados Uninominales,224,123,3,4,7,29,11,10,2,1,190,15,2,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Eduardo Avaroa,40178,100320420590012008,Presidente y Vicepresidente,224,146,0,0,0,37,2,6,2,2,195,2,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Eduardo Avaroa,40178,100320420590012008,Diputados Uninominales,224,115,8,2,6,21,11,5,2,4,174,19,7,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Eduardo Avaroa,40179,100320420590012009,Presidente y Vicepresidente,22,14,0,0,0,3,1,0,0,0,18,0,0,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. E. Eduardo Avaroa,40179,100320420590012009,Diputados Uninominales,22,12,0,0,0,2,1,0,1,1,17,0,1,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. Luis Llosa - España,40185,100320420590011701,Presidente y Vicepresidente,224,136,0,0,2,49,4,10,2,1,204,0,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. Luis Llosa - España,40185,100320420590011701,Diputados Uninominales,224,109,5,4,7,40,10,4,6,1,186,12,11,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. Luis Llosa - España,40186,100320420590011702,Presidente y Vicepresidente,227,131,1,1,0,52,3,13,2,1,204,0,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. Luis Llosa - España,40186,100320420590011702,Diputados Uninominales,227,110,5,1,3,40,7,12,2,1,181,21,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. Luis Llosa - España,40187,100320420590011703,Presidente y Vicepresidente,217,126,1,1,1,47,4,13,0,1,194,1,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. Luis Llosa - España,40187,100320420590011703,Diputados Uninominales,217,103,4,5,9,39,7,6,3,3,179,12,7,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. Luis Llosa - España,40189,100320420590011705,Presidente y Vicepresidente,185,122,0,1,1,37,1,9,1,1,173,0,1,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. Luis Llosa - España,40189,100320420590011705,Diputados Uninominales,185,97,4,2,8,31,5,9,4,5,165,8,1,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Oscar Unzaga De La Vega II,40390,100320420592503205,Presidente y Vicepresidente,230,62,0,6,1,85,1,33,1,5,194,5,7,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,U. E. Oscar Unzaga De La Vega II,40390,100320420592503205,Diputados Uninominales,230,50,9,8,2,70,9,0,4,11,163,38,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Oscar Unzaga De La Vega II,40392,100320420592503207,Presidente y Vicepresidente,25,6,1,0,0,12,0,3,0,1,23,0,0,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,U. E. Oscar Unzaga De La Vega II,40392,100320420592503207,Diputados Uninominales,25,4,3,2,1,8,1,0,1,1,21,2,0,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Virgen Del Mar II,40525,100320420590010210,Presidente y Vicepresidente,233,82,4,2,2,84,5,21,1,0,201,4,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,U. E. Virgen Del Mar II,40525,100320420590010210,Diputados Uninominales,233,71,5,3,5,78,10,0,4,4,180,24,9,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. E. Virgen Del Mar II,40526,100320420590010211,Presidente y Vicepresidente,230,125,2,2,0,57,1,20,0,0,207,0,10,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,U. E. Virgen Del Mar II,40526,100320420590010211,Diputados Uninominales,230,95,8,5,6,44,10,0,4,2,174,30,13,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Inicial Carmen Guzman De Mier,40599,100320420592502901,Presidente y Vicepresidente,233,83,0,2,0,74,3,40,0,2,204,1,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,Inicial Carmen Guzman De Mier,40599,100320420592502901,Diputados Uninominales,233,69,4,6,8,59,10,0,2,7,165,40,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Inicial Carmen Guzman De Mier,40600,100320420592502902,Presidente y Vicepresidente,236,76,2,0,0,84,3,39,1,5,210,4,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,Inicial Carmen Guzman De Mier,40600,100320420592502902,Diputados Uninominales,236,64,7,10,3,73,9,0,3,8,177,36,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Inicial Carmen Guzman De Mier,40601,100320420592502903,Presidente y Vicepresidente,220,91,1,1,1,68,2,26,0,5,195,1,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 29,Oruro,Inicial Carmen Guzman De Mier,40601,100320420592502903,Diputados Uninominales,220,71,7,6,7,64,8,0,2,12,177,19,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. San Ignacio De Loyola,40762,100320420590013308,Presidente y Vicepresidente,222,101,0,0,1,65,3,17,0,3,190,1,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. San Ignacio De Loyola,40762,100320420590013308,Diputados Uninominales,222,82,5,5,6,50,8,10,4,3,173,22,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. San Ignacio De Loyola,40763,100320420590013309,Presidente y Vicepresidente,226,95,0,0,2,68,2,27,2,1,197,2,8,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. San Ignacio De Loyola,40763,100320420590013309,Diputados Uninominales,226,84,2,3,7,54,2,19,2,4,177,23,7,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. San Ignacio De Loyola,40766,100320420590013312,Presidente y Vicepresidente,229,82,2,5,3,80,3,28,0,5,208,6,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. San Ignacio De Loyola,40766,100320420590013312,Diputados Uninominales,229,64,4,5,10,66,3,14,2,9,177,34,7,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,U. Esc. San Ignacio De Loyola,40768,100320420590013314,Presidente y Vicepresidente,231,93,2,1,1,87,3,17,1,2,207,3,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,U. Esc. San Ignacio De Loyola,40768,100320420590013314,Diputados Uninominales,231,69,2,5,5,67,10,13,2,8,181,27,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Centro Educativo Luis Espinal,40813,100320420590013601,Presidente y Vicepresidente,222,88,0,1,4,77,4,18,2,6,200,0,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Centro Educativo Luis Espinal,40813,100320420590013601,Diputados Uninominales,222,68,3,2,8,60,6,15,6,4,172,29,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Kinder Juancito Pinto,40939,100320420590012405,Presidente y Vicepresidente,225,82,0,5,1,57,3,35,0,0,183,7,4,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Kinder Juancito Pinto,40939,100320420590012405,Diputados Uninominales,225,73,6,2,6,40,4,19,8,4,162,23,9,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Kinder Juancito Pinto,40940,100320420590012406,Presidente y Vicepresidente,224,101,1,1,1,62,1,29,0,0,196,1,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Kinder Juancito Pinto,40940,100320420590012406,Diputados Uninominales,224,84,4,3,3,55,2,15,9,2,177,21,5,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Kinder Juancito Pinto,40941,100320420590012407,Presidente y Vicepresidente,230,88,1,0,1,81,3,25,1,2,202,0,3,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Kinder Juancito Pinto,40941,100320420590012407,Diputados Uninominales,230,67,3,3,3,67,7,10,7,8,175,21,9,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,,Oruro,Col. Nal.Mixto Mejillones (V. Challacollo),40974,100320420590012705,Presidente y Vicepresidente,223,42,1,4,0,107,0,31,0,2,187,2,6,Computada
Bolivia,4,Oruro,Cercado,1,Oruro,Circunscripción Uninominal 30,Oruro,Col. Nal.Mixto Mejillones (V. Challacollo),40974,100320420590012705,Diputados Uninominales,223,33,7,3,2,91,3,16,4,3,162,27,6,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Kinder Ismael Montes,50008,100320514940003608,Presidente y Vicepresidente,227,127,1,0,2,34,6,17,3,4,194,5,8,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,Circunscripción Uninominal 33,Potosí,Kinder Ismael Montes,50008,100320514940003608,Diputados Uninominales,227,70,0,1,4,27,70,0,4,4,180,22,5,Computada
Bolivia,5,Potosí,Tomas Frias,1,Potosí,,Potosí,Kinder Ismael Montes,50010,100320514940003610,Presidente y Vicepresidente,223,98,0,2,0,38,14,27,1,2,182,3,15,Computada
